## Site Characteristics
Country     = 'Netherlands'
Station     = 'Wageningen, Haarweg'
Description = 'Observed data from Station Haarweg in Wageningen'
Source      = 'Meteorology and Air Quality Group, Wageningen University'
Contact     = 'Peter Uithol'
Longitude = 5.67; Latitude = 51.97; Elevation = 7; AngstromA = 0.18; AngstromB = 0.55; HasSunshine = False
## Daily weather observations (missing values are NaN)
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20080606,15120,21,21,1,5,7.4,NaN
20080607,13824,21,21,1,3.5,10.7,NaN
20080608,5530,21,21,1,3.1,19,NaN
20080609,12355,21,21,1,2.8,9.6,NaN
20080610,16762,21,21,1,3.9,2.9,NaN
20080611,19354,21,21,1,2,0,NaN
20080612,22982,21,21,1,2.4,0,NaN
20080613,9936,21,21,1,3.3,0,NaN
20080614,17453,21,21,1,2.9,0.3,NaN
20080615,6394,21,21,1,2.2,9.9,NaN
20080616,8467,21,21,1,3.2,2.1,NaN
20080617,10368,21,21,1,4.4,5.3,NaN
20080618,16416,21,21,1,2.4,2.7,NaN
20080619,7430,21,21,1,4.4,5.9,NaN
20080620,20390,21,21,1,2.1,0.2,NaN
20080621,11232,21,21,1,1,0,NaN
20080622,27216,21,21,1,2.7,0,NaN
20080623,22464,21,21,1,2.6,0,NaN
20080624,15638,21,21,1,1.6,18.8,NaN
20080625,22550,21,21,1,1.1,0.1,NaN
20080626,20131,21,21,1,1.5,0,NaN
20080627,14947,21,21,1,2,0.8,NaN
20080628,23069,21,21,1,2.4,0,NaN
20080629,23242,21,21,1,2.1,0,NaN
20080630,18403,21,21,1,3,2.7,NaN
20080701,17280,21,21,1,2.9,0.7,NaN
20080702,10541,21,21,1,3.5,3.9,NaN
20080703,21859,21,21,1,4.6,0.5,NaN
20080704,15811,21,21,1,2.5,0,NaN
20080705,21082,21,21,1,1.7,0.2,NaN
20080706,8986,21,21,1,2.4,21.3,NaN
20080707,11664,21,21,1,2.8,13.9,NaN
20080708,19872,21,21,1,3,1.4,NaN
20080709,11318,21,21,1,4.2,1.3,NaN
20080710,14342,21,21,1,2.8,0,NaN
20080711,13133,21,21,1,3.7,3.7,NaN
20080712,17194,21,21,1,6.5,1,NaN
20080713,16502,21,21,1,3.2,0.2,NaN
20080714,20218,21,21,1,1.3,0.1,NaN
20080715,20390,21,21,1,1.4,0,NaN
20080716,11146,21,21,1,2.4,9.6,NaN
20080717,6307,21,21,1,2.3,12.4,NaN
20080718,11750,21,21,1,3.9,2.2,NaN
20080719,7690,21,21,1,4,6.6,NaN
20080720,11146,21,21,1,3,0,NaN
20080721,6307,21,21,1,1.5,3.2,NaN
20080722,14947,21,21,1,2,2.9,NaN
20080723,12269,21,21,1,2.5,1,NaN
20080724,13478,21,21,1,3.2,0,NaN
20080725,6048,21,21,1,3,0,NaN
20080726,3024,21,21,1,2.7,0,NaN
20080727,3888,21,21,1,2,0,NaN
20080728,13651,21,21,1,1.9,0,NaN
20080729,20131,21,21,1,2.4,0,NaN
20080730,17712,21,21,1,2.5,0.1,NaN
20080731,11664,21,21,1,3.5,0,NaN
20080801,5789,21,21,1,3.9,8.6,NaN
20080802,8467,21,21,1,3.9,12.7,NaN
20080803,15206,21,21,1,4.5,0,NaN
20080804,6134,21,21,1,3.3,3.7,NaN
20080805,11146,21,21,1,4.2,0,NaN
20080806,5875,21,21,1,4.5,2.4,NaN
20080807,7603,21,21,1,3,0.1,NaN
20080808,17366,21,21,1,2.2,1.4,NaN
20080809,13046,21,21,1,2.1,0,NaN
20080810,15638,21,21,1,2.4,2.9,NaN
20080811,4320,21,21,1,2,39.9,NaN
20080812,6739,21,21,1,2,1.9,NaN
20080813,15206,21,21,1,2.7,0,NaN
20080814,15811,21,21,1,2.5,0,NaN
20080815,8467,21,21,1,1.5,0,NaN
20080816,7344,21,21,1,1.2,0,NaN
20080817,15638,21,21,1,1.6,0,NaN
20080818,13392,21,21,1,1.3,0,NaN
20080819,15552,21,21,1,1.3,0,NaN
20080820,8554,21,21,1,0.9,0,NaN
20080821,10541,21,21,1,1.4,0,NaN
20080822,3456,21,21,1,1.2,2.6,NaN
20080823,5443,21,21,1,2.2,0,NaN
20080824,14083,21,21,1,2.2,0,NaN
20080825,13651,21,21,1,1.5,0,NaN
20080826,13997,21,21,1,0.6,0,NaN
20080827,11059,21,21,1,1.1,0,NaN
20080828,6912,21,21,1,2.1,3.7,NaN
20080829,3629,21,21,1,5.1,19.5,NaN
20080830,5789,21,21,1,5.7,9.7,NaN
20080831,7258,21,21,1,4.4,7.8,NaN
20080901,8381,21,21,1,2.3,1.1,NaN
20080902,6998,21,21,1,4.1,0.2,NaN
20080903,1469,21,21,1,5.1,15.8,NaN
20080904,3715,21,21,1,1,0,NaN
20080905,5270,21,21,1,2.5,1.6,NaN
20080906,5962,21,21,1,1.8,2.2,NaN
20080907,9504,21,21,1,0.6,0,NaN
20080908,9936,21,21,1,1.5,0,NaN
20080909,10109,21,21,1,1.4,0,NaN
20080910,6394,21,21,1,1.7,0,NaN
20080911,8726,21,21,1,2.4,0,NaN
20080912,9072,21,21,1,1.9,0,NaN
20080913,2506,21,21,1,3.7,2.4,NaN
20080914,5184,21,21,1,3.4,0.8,NaN
20080915,8122,21,21,1,2.1,0.9,NaN
20080916,6998,21,21,1,2.5,0,NaN
20080917,5530,21,21,1,2.5,0,NaN
20080918,9418,21,21,1,3.7,0,NaN
20080919,4061,21,21,1,3.1,5.9,NaN
20080920,6048,21,21,1,1.7,0,NaN
20080921,8294,21,21,1,3,0,NaN
20080922,1642,21,21,1,2.8,4.7,NaN
20080923,8122,21,21,1,2.3,0,NaN
20080924,950,21,21,1,4.6,7.9,NaN
20080925,5702,21,21,1,2.1,0.2,NaN
20080926,5443,21,21,1,1.8,0.6,NaN
20080927,6134,21,21,1,1,0.1,NaN
20080928,3974,21,21,1,1.6,0.1,NaN
20080929,3197,21,21,1,1.9,0,NaN
20080930,1469,21,21,1,3,4.5,NaN
20081001,4147,21,21,1,2,0,NaN
20081002,950,21,21,1,2.4,0,NaN
20081003,1987,21,21,1,1.4,0,NaN
20081004,691,21,21,1,2.2,0.3,NaN
20081005,3715,21,21,1,1.8,0,NaN
20081006,3370,21,21,1,2.5,0.3,NaN
20081007,6048,21,21,1,3.3,0,NaN
20081008,3802,21,21,1,5,4,NaN
20081009,1814,21,21,1,6.4,13.7,NaN
20081010,3283,21,21,1,4.9,16.4,NaN
20081011,4234,21,21,1,4,0.3,NaN
20081012,4320,21,21,1,1.9,0.1,NaN
20081013,605,21,21,1,3.8,1.3,NaN
20081014,691,21,21,1,3.8,1.4,NaN
20081015,1814,21,21,1,2.1,0,NaN
20081016,3110,21,21,1,1.4,0,NaN
20081017,691,21,21,1,2.8,1.2,NaN
20081018,2246,21,21,1,3.6,0,NaN
20081019,1901,21,21,1,5.1,6,NaN
20081020,3110,21,21,1,4.6,12,NaN
20081021,4147,21,21,1,3.2,8.1,NaN
20081022,1642,21,21,1,3.7,3.6,NaN
20081023,2419,21,21,1,2,5.8,NaN
20081024,2851,21,21,1,0.9,1.1,NaN
20081025,1901,21,21,1,2.3,1.2,NaN
20081026,518,21,21,1,4.5,0,NaN
20081027,1037,21,21,1,3.1,0,NaN
20081028,2506,21,21,1,1.9,0.3,NaN
20081029,432,21,21,1,2,7.2,NaN
20081030,2765,21,21,1,1.1,0.1,NaN
20081031,1469,21,21,1,2.9,3,NaN
20081101,2246,21,21,1,2.4,0.2,NaN
20081102,950,21,21,1,4,4.8,NaN
20081103,1469,21,21,1,2.1,0.8,NaN
20081104,2160,21,21,1,1.3,0.1,NaN
20081105,3629,21,21,1,1.3,0,NaN
20081106,2506,21,21,1,1.5,0.1,NaN
20081107,518,21,21,1,1.9,3.1,NaN
20081108,3629,21,21,1,1.6,0.5,NaN
20081109,518,21,21,1,2.9,1.1,NaN
20081110,1469,21,21,1,3.4,0,NaN
20081111,3024,21,21,1,4.5,0,NaN
20081112,1987,21,21,1,3.2,0,NaN
20081113,432,21,21,1,2.3,0,NaN
20081114,1123,21,21,1,1.5,0,NaN
20081115,518,21,21,1,1.7,0.4,NaN
20081116,691,21,21,1,2.7,0,NaN
20081117,3456,21,21,1,3.2,2.9,NaN
20081118,778,21,21,1,4.5,1.9,NaN
20081119,691,21,21,1,4,0.6,NaN
20081120,1987,21,21,1,2.9,0.4,NaN
20081121,1382,21,21,1,1.3,0,NaN
20081122,605,21,21,1,1.8,0,NaN
20081123,950,21,21,1,2.6,0,NaN
20081124,3715,21,21,1,3.4,0,NaN
20081125,3542,21,21,1,3,0,NaN
20081126,3024,21,21,1,2.9,0,NaN
20081127,3542,21,21,1,2.5,0,NaN
20081128,3370,21,21,1,1.5,0,NaN
20081129,3110,21,21,1,1.2,0,NaN
